ApplicationID,CandidateID,DateID,TechnologyID,SeniorityID,CountryID,Code Challenge Score,Technical Interview Score,Hired
11048,11048,138,24,7,163,3,7,0
11049,11049,1471,14,3,64,6,3,0
11050,11050,662,22,2,58,1,0,0
11051,11051,162,14,7,102,2,2,0
11052,11052,674,14,1,63,5,6,0
11053,11053,491,5,4,187,3,9,0
11054,11054,1081,8,6,128,7,8,1
11055,11055,1569,8,4,138,8,8,1
11056,11056,956,7,4,5,2,4,0
11057,11057,1026,21,5,69,7,10,1
11058,11058,1295,14,1,136,2,5,0
11059,11059,1359,14,6,124,3,1,0
11060,11060,1399,13,5,11,4,9,0
11061,11061,460,6,7,220,5,9,0
11062,11062,971,3,3,81,10,9,1
11063,11063,336,10,3,19,3,4,0
11064,11064,1322,2,4,231,1,0,0
11065,11065,475,20,4,56,3,5,0
11066,11066,1369,18,3,16,8,8,1
11067,11067,734,14,5,190,1,2,0
11068,11068,559,24,2,237,3,0,0
11069,11069,789,5,4,57,8,9,1
11070,11070,290,12,7,203,1,0,0
11071,11071,1050,10,1,89,2,4,0
11072,11072,20,10,2,43,9,0,0
11073,11073,115,9,5,101,2,7,0
11074,11074,1614,9,1,179,6,5,0
11075,11075,688,10,4,118,0,4,0
11076,11076,544,3,6,4,4,8,0
11077,11077,84,14,4,225,10,9,1
11078,11078,172,7,2,156,4,10,0
11079,11079,944,9,6,47,8,10,1
11080,11080,1299,2,3,174,0,9,0
11081,11081,1632,17,4,141,2,6,0
11082,11082,351,2,4,85,1,2,0
11083,11083,573,19,7,10,1,7,0
11084,11084,1416,7,3,155,10,10,1
11085,11085,1543,24,5,193,7,2,0
11086,11086,479,7,2,176,7,5,0
11087,11087,1281,14,3,105,7,0,0
11088,11088,739,22,5,192,7,9,1
11089,11089,1522,8,4,20,7,6,0
11090,11090,366,10,6,67,8,7,1
11091,11091,60,12,2,16,8,5,0
11092,11092,395,24,4,19,8,3,0
11093,11093,711,18,3,145,6,1,0
11094,11094,326,21,7,221,9,10,1
11095,11095,885,5,7,224,4,3,0
11096,11096,560,13,4,217,3,5,0
11097,11097,537,17,4,66,1,8,0
11098,11098,703,21,2,217,5,9,0
11099,11099,1626,21,6,221,0,7,0
11100,11100,281,14,7,79,6,5,0
11101,11101,151,4,4,222,5,8,0
11102,11102,153,16,7,53,8,4,0
11103,11103,1644,21,5,178,2,1,0
11104,11104,467,4,5,228,3,0,0
11105,11105,767,21,5,154,0,7,0
11106,11106,933,13,6,144,6,6,0
11107,11107,326,2,4,53,10,10,1
11108,11108,1024,24,1,30,8,9,1
11109,11109,1217,23,5,5,9,1,0
11110,11110,1189,24,4,139,0,0,0
11111,11111,1157,4,3,98,3,5,0
11112,11112,209,16,4,94,5,6,0
11113,11113,1588,5,6,9,8,7,1
11114,11114,1095,24,5,205,8,7,1
11115,11115,518,19,3,65,7,6,0
11116,11116,789,20,1,229,2,7,0
11117,11117,548,10,4,196,6,6,0
11118,11118,203,1,4,241,8,7,1
11119,11119,697,12,1,44,7,9,1
11120,11120,617,1,4,19,3,9,0
11121,11121,709,7,2,71,5,1,0
11122,11122,1395,6,5,184,3,8,0
11123,11123,675,10,6,173,10,7,1
11124,11124,826,10,3,23,10,3,0
11125,11125,1272,16,3,203,7,7,1
11126,11126,603,8,5,37,1,7,0
11127,11127,32,8,6,70,1,0,0
11128,11128,1511,6,7,193,8,8,1
11129,11129,283,7,2,23,2,4,0
11130,11130,1414,15,6,193,3,2,0
11131,11131,758,15,7,224,2,9,0
11132,11132,1021,22,5,64,3,4,0
11133,11133,1119,13,6,167,2,2,0
11134,11134,951,15,1,82,4,4,0
11135,11135,1101,7,1,168,5,2,0
11136,11136,1180,23,6,121,7,5,0
11137,11137,1623,12,7,193,8,1,0
11138,11138,1523,12,3,108,7,5,0
11139,11139,1596,8,2,149,9,3,0
11140,11140,1113,22,3,18,1,9,0
11141,11141,1252,16,6,128,6,10,0
11142,11142,656,2,1,3,8,4,0
11143,11143,118,15,2,53,10,0,0
11144,11144,134,19,4,188,6,2,0
11145,11145,776,24,6,122,0,7,0
11146,11146,200,17,7,78,1,3,0
11147,11147,17,18,7,221,2,9,0
11148,11148,1160,16,6,1,4,9,0
11149,11149,661,16,4,243,10,6,0
11150,11150,839,15,1,141,4,9,0
11151,11151,259,15,6,96,8,10,1
11152,11152,158,13,4,226,1,3,0
11153,11153,643,7,3,235,0,7,0
11154,11154,975,17,6,147,10,0,0
11155,11155,789,22,3,6,9,4,0
11156,11156,1510,4,6,185,3,10,0
11157,11157,135,10,3,48,5,6,0
11158,11158,1424,18,7,233,10,3,0
11159,11159,904,4,7,138,10,7,1
11160,11160,123,8,5,32,3,2,0
11161,11161,676,18,6,101,10,1,0
11162,11162,1464,12,7,218,3,9,0
11163,11163,1296,20,6,184,2,7,0
11164,11164,570,2,4,131,1,0,0
11165,11165,811,20,1,72,0,0,0
11166,11166,119,4,5,101,4,9,0
11167,11167,8,19,1,95,3,3,0
11168,11168,1232,6,5,20,3,9,0
11169,11169,975,6,4,241,2,4,0
11170,11170,1151,14,2,60,4,5,0
11171,11171,1020,8,1,215,4,6,0
11172,11172,922,13,4,139,7,1,0
11173,11173,1022,8,3,220,9,10,1
11174,11174,992,21,3,82,2,4,0
11175,11175,1487,21,2,74,1,8,0
11176,11176,150,13,4,238,6,2,0
11177,11177,1266,21,4,79,4,0,0
11178,11178,40,13,4,123,6,8,0
11179,11179,1432,14,7,32,7,4,0
11180,11180,635,8,7,73,3,3,0
11181,11181,586,15,2,146,9,9,1
11182,11182,1282,14,1,98,10,7,1
11183,11183,488,4,6,28,8,3,0
11184,11184,518,1,2,33,7,6,0
11185,11185,1452,11,4,195,7,4,0
11186,11186,51,8,2,1,9,7,1
11187,11187,323,14,1,190,4,2,0
11188,11188,965,24,4,67,6,4,0
11189,11189,1249,21,6,43,2,6,0
11190,11190,501,23,3,164,3,9,0
11191,11191,520,13,3,5,9,7,1
11192,11192,1130,19,2,192,9,5,0
11193,11193,1253,15,7,20,2,5,0
11194,11194,277,14,1,240,4,3,0
11195,11195,530,24,4,11,3,3,0
11196,11196,1577,13,5,64,5,3,0
11197,11197,980,13,1,40,9,2,0
11198,11198,1124,9,2,125,2,8,0
11199,11199,1483,23,6,63,9,4,0
11200,11200,1166,11,5,163,4,0,0
11201,11201,238,14,5,232,8,5,0
11202,11202,389,3,5,73,4,7,0
11203,11203,238,4,1,197,4,0,0
11204,11204,1124,15,6,88,1,0,0
11205,11205,114,13,2,80,10,1,0
11206,11206,1543,15,1,24,8,0,0
11207,11207,220,16,7,10,2,7,0
11208,11208,142,21,2,97,0,10,0
11209,11209,690,7,5,82,1,10,0
11210,11210,1225,8,2,131,0,1,0
11211,11211,338,2,5,137,7,4,0
11212,11212,1471,6,6,125,1,0,0
11213,11213,424,19,3,176,4,9,0
11214,11214,972,10,7,92,0,9,0
11215,11215,413,3,4,232,7,8,1
11216,11216,1122,15,2,34,8,3,0
11217,11217,603,19,7,189,7,6,0
11218,11218,75,11,7,117,3,1,0
11219,11219,1194,16,2,119,4,6,0
11220,11220,906,13,3,166,1,0,0
11221,11221,1235,20,5,211,3,1,0
11222,11222,556,19,1,144,2,0,0
11223,11223,581,18,3,68,1,9,0
11224,11224,1349,8,3,134,6,6,0
11225,11225,32,14,6,110,10,6,0
11226,11226,1476,18,3,158,2,5,0
11227,11227,1005,12,1,137,10,8,1
11228,11228,709,7,7,156,3,8,0
11229,11229,395,12,3,112,4,3,0
11230,11230,560,1,3,125,10,4,0
11231,11231,1528,11,1,26,7,9,1
11232,11232,1162,5,4,153,0,4,0
11233,11233,273,12,6,192,3,0,0
11234,11234,1068,17,7,64,10,1,0
11235,11235,262,7,5,148,0,9,0
11236,11236,961,15,5,161,9,7,1
11237,11237,1589,21,5,177,9,7,1
11238,11238,921,15,6,63,8,0,0
11239,11239,796,12,4,162,1,6,0
11240,11240,39,12,1,163,10,2,0
11241,11241,757,10,6,129,3,3,0
11242,11242,189,13,6,35,10,2,0
11243,11243,17,11,4,230,8,7,1
11244,11244,742,19,3,125,2,0,0
11245,11245,625,18,5,40,6,7,0
11246,11246,1236,5,7,104,5,5,0
11247,11247,989,3,3,16,5,10,0
11248,11248,905,6,6,20,8,2,0
11249,11249,400,4,1,112,6,7,0
11250,11250,1588,11,6,207,10,5,0
11251,11251,228,7,7,239,10,10,1
11252,11252,1547,13,7,136,4,7,0
11253,11253,1028,8,4,66,5,0,0
11254,11254,997,9,2,80,10,10,1
11255,11255,708,16,7,195,8,2,0
11256,11256,935,20,7,22,7,4,0
11257,11257,740,8,6,232,1,3,0
11258,11258,349,9,6,211,0,5,0
11259,11259,50,24,3,165,5,0,0
11260,11260,10,1,7,177,10,6,0
11261,11261,699,12,1,106,5,0,0
11262,11262,1386,5,5,235,10,7,1
11263,11263,397,14,3,123,9,9,1
11264,11264,533,13,4,107,8,8,1
11265,11265,1048,4,1,157,10,7,1
11266,11266,798,6,7,200,2,9,0
11267,11267,276,6,4,118,3,5,0
11268,11268,447,3,1,222,9,3,0
11269,11269,653,8,6,14,3,1,0
11270,11270,693,20,6,166,4,10,0
11271,11271,1456,5,2,104,3,1,0
11272,11272,1582,10,5,62,9,2,0
11273,11273,1364,24,1,170,4,7,0
11274,11274,658,14,1,73,8,5,0
11275,11275,386,15,3,93,9,0,0
11276,11276,1372,7,5,68,5,0,0
11277,11277,624,5,2,151,9,10,1
11278,11278,1198,3,4,41,3,8,0
11279,11279,644,24,2,176,7,9,1
11280,11280,467,1,1,156,3,2,0
11281,11281,89,23,3,84,8,8,1
11282,11282,858,6,7,195,4,8,0
11283,11283,904,5,6,156,5,0,0
11284,11284,293,21,2,42,1,10,0
11285,11285,568,16,5,229,2,6,0
11286,11286,295,8,6,220,2,4,0
11287,11287,1221,18,2,28,8,2,0
11288,11288,1291,16,6,18,5,5,0
11289,11289,704,14,2,175,1,2,0
11290,11290,534,7,3,23,10,1,0
11291,11291,757,9,5,71,2,0,0
11292,11292,6,17,3,5,2,0,0
11293,11293,615,10,3,82,5,8,0
11294,11294,69,2,6,92,0,9,0
11295,11295,1033,10,3,219,5,4,0
11296,11296,147,21,7,35,0,5,0
11297,11297,375,21,2,14,6,8,0
11298,11298,1520,9,3,13,2,5,0
11299,11299,477,8,2,235,10,5,0
11300,11300,1629,13,6,53,7,0,0
11301,11301,1276,13,1,154,4,6,0
11302,11302,519,16,6,213,9,2,0
11303,11303,1128,11,4,144,2,10,0
11304,11304,21,11,1,62,1,2,0
11305,11305,1626,14,7,186,4,5,0
11306,11306,884,20,1,165,8,9,1
11307,11307,1574,3,3,110,8,3,0
11308,11308,70,7,7,220,4,7,0
11309,11309,7,17,6,232,10,7,1
11310,11310,1285,22,7,226,9,10,1
11311,11311,1460,13,6,236,8,1,0
11312,11312,1558,14,6,159,4,5,0
11313,11313,1413,16,5,176,9,0,0
11314,11314,199,4,6,160,4,9,0
11315,11315,344,16,5,179,6,1,0
11316,11316,152,11,2,29,10,4,0
11317,11317,652,6,4,130,0,10,0
11318,11318,219,5,6,56,3,0,0
11319,11319,796,20,3,76,7,6,0
11320,11320,868,4,5,12,3,2,0
11321,11321,278,24,6,232,5,3,0
11322,11322,1280,16,7,72,0,2,0
11323,11323,1027,13,4,35,9,6,0
11324,11324,873,18,3,201,8,5,0
11325,11325,259,6,6,147,4,6,0
11326,11326,1008,10,2,48,8,0,0
11327,11327,716,6,6,116,6,6,0
11328,11328,1104,24,1,24,4,7,0
11329,11329,1268,2,6,147,1,5,0
11330,11330,74,2,1,137,1,2,0
11331,11331,1417,1,1,64,6,6,0
11332,11332,1513,17,2,28,7,10,1
11333,11333,593,18,7,228,3,10,0
11334,11334,526,17,4,234,1,8,0
11335,11335,1213,16,1,175,9,5,0
11336,11336,1510,19,6,171,3,2,0
11337,11337,1178,17,4,217,4,4,0
11338,11338,63,3,1,209,10,3,0
11339,11339,385,1,2,22,10,6,0
11340,11340,1645,7,3,28,8,7,1
11341,11341,688,8,2,223,3,7,0
11342,11342,857,2,3,133,7,0,0
11343,11343,1208,13,3,141,2,5,0
11344,11344,72,5,1,124,2,1,0
11345,11345,201,11,4,235,10,0,0
11346,11346,1106,24,7,236,5,4,0
11347,11347,1261,15,2,63,4,0,0
11348,11348,1109,2,5,194,7,8,1
11349,11349,1560,4,7,70,8,0,0
11350,11350,1001,19,2,108,10,4,0
11351,11351,338,13,1,104,6,10,0
11352,11352,530,21,3,109,4,10,0
11353,11353,914,5,2,128,1,3,0
11354,11354,1130,8,5,65,2,4,0
11355,11355,753,8,2,19,6,6,0
11356,11356,387,8,6,94,0,2,0
11357,11357,1207,14,2,193,2,0,0
11358,11358,1568,13,3,174,1,10,0
11359,11359,125,3,1,90,4,3,0
11360,11360,1608,11,4,155,7,6,0
11361,11361,1582,9,6,128,0,6,0
11362,11362,1413,6,1,63,2,10,0
11363,11363,69,15,6,127,6,5,0
11364,11364,2,10,2,152,4,3,0
11365,11365,719,11,5,163,7,6,0
11366,11366,817,16,2,22,7,5,0
11367,11367,1207,18,2,2,3,0,0
11368,11368,725,7,5,231,1,9,0
11369,11369,1343,5,3,176,1,3,0
11370,11370,1283,11,1,122,3,4,0
11371,11371,829,13,2,140,5,1,0
11372,11372,1450,8,2,14,0,2,0
11373,11373,258,2,6,96,7,2,0
11374,11374,96,17,5,226,1,7,0
11375,11375,1039,5,7,98,6,1,0
11376,11376,436,17,4,187,7,6,0
11377,11377,173,22,2,32,8,4,0
11378,11378,1348,16,4,32,3,6,0
11379,11379,385,1,1,28,4,5,0
11380,11380,422,19,5,225,4,3,0
11381,11381,494,2,6,128,5,4,0
11382,11382,1153,18,3,226,4,1,0
11383,11383,837,2,5,125,0,2,0
11384,11384,1384,23,3,15,7,7,1
11385,11385,1378,21,3,8,6,5,0
11386,11386,1418,21,6,191,6,10,0
11387,11387,1408,7,7,133,7,2,0
11388,11388,76,21,7,186,4,8,0
11389,11389,1222,13,4,239,7,9,1
11390,11390,1557,4,3,29,7,5,0
11391,11391,1620,11,5,167,2,5,0
11392,11392,27,16,7,239,0,1,0
11393,11393,1063,7,5,142,10,10,1
11394,11394,517,13,4,122,9,0,0
11395,11395,1431,8,4,73,2,4,0
11396,11396,1376,21,2,229,2,2,0
11397,11397,419,16,3,3,3,2,0
11398,11398,603,5,6,127,10,5,0
11399,11399,981,8,1,79,3,9,0
11400,11400,359,8,1,47,1,10,0
11401,11401,508,24,7,17,9,4,0
11402,11402,893,21,5,211,0,4,0
11403,11403,735,19,7,189,7,8,1
11404,11404,105,22,6,193,7,6,0
11405,11405,422,22,3,109,7,8,1
11406,11406,589,7,6,43,10,9,1
11407,11407,590,13,1,105,8,7,1
11408,11408,46,10,5,101,4,2,0
11409,11409,279,8,5,7,7,8,1
11410,11410,804,6,5,227,10,9,1
11411,11411,554,22,3,212,7,5,0
11412,11412,409,13,1,48,9,3,0
11413,11413,1458,21,5,242,1,6,0
11414,11414,1484,14,2,9,2,3,0
11415,11415,226,8,1,114,5,8,0
11416,11416,380,11,1,238,2,1,0
11417,11417,300,7,5,17,5,9,0
11418,11418,769,16,2,163,2,2,0
11419,11419,465,13,6,14,10,6,0
11420,11420,340,8,1,141,10,4,0
11421,11421,45,13,4,53,3,6,0
11422,11422,1277,8,3,67,3,10,0
11423,11423,1481,8,1,30,8,3,0
11424,11424,442,24,6,49,2,1,0
11425,11425,1596,8,2,232,1,7,0
11426,11426,489,20,3,36,3,9,0
11427,11427,1484,16,4,158,9,10,1
11428,11428,224,15,6,109,9,0,0
11429,11429,1107,1,1,175,9,7,1
11430,11430,68,2,4,200,10,8,1
11431,11431,77,22,2,170,3,10,0
11432,11432,423,19,3,196,7,3,0
11433,11433,246,1,7,226,0,2,0
11434,11434,448,17,2,154,5,10,0
11435,11435,1150,3,4,167,5,10,0
11436,11436,1386,14,3,230,0,6,0
11437,11437,1191,24,5,14,6,1,0
11438,11438,670,13,2,115,0,6,0
11439,11439,552,9,4,124,10,0,0
11440,11440,1272,14,7,22,4,1,0
11441,11441,761,18,3,77,2,6,0
11442,11442,82,4,3,189,0,8,0
11443,11443,1432,3,7,181,10,7,1
11444,11444,314,7,1,22,5,9,0
11445,11445,741,1,2,137,0,3,0
11446,11446,380,18,4,112,1,10,0
11447,11447,83,4,1,137,0,3,0
11448,11448,267,10,7,75,10,9,1
11449,11449,1638,18,1,190,2,9,0
11450,11450,792,3,5,67,3,4,0
11451,11451,1337,2,5,32,4,1,0
11452,11452,1159,17,4,138,2,1,0
11453,11453,1396,11,4,16,8,8,1
11454,11454,1470,5,7,7,9,7,1
11455,11455,1065,4,4,171,2,6,0
11456,11456,1259,16,6,206,10,4,0
11457,11457,158,1,2,170,6,6,0
11458,11458,190,8,3,77,8,0,0
11459,11459,540,13,7,148,6,5,0
11460,11460,16,8,3,62,5,2,0
11461,11461,775,21,5,65,10,0,0
11462,11462,1077,8,1,72,5,6,0
11463,11463,1175,18,4,14,4,5,0
11464,11464,967,23,4,21,5,6,0
11465,11465,1035,15,5,178,6,10,0
11466,11466,671,10,5,63,0,2,0
11467,11467,1437,21,4,184,1,6,0
11468,11468,878,19,5,17,1,4,0
11469,11469,671,16,5,116,6,3,0
11470,11470,573,4,7,137,5,2,0
11471,11471,387,6,1,228,3,1,0
11472,11472,788,1,5,89,4,2,0
11473,11473,1228,22,7,102,1,7,0
11474,11474,386,22,6,52,9,8,1
11475,11475,1424,22,7,47,8,6,0
11476,11476,565,8,3,124,3,3,0
11477,11477,1362,24,2,31,0,9,0
11478,11478,758,1,7,67,3,6,0
11479,11479,1077,17,2,191,6,2,0
11480,11480,790,17,2,156,5,7,0
11481,11481,878,13,3,25,1,7,0
11482,11482,1186,1,1,22,0,9,0
11483,11483,873,13,1,88,9,6,0
11484,11484,1575,1,1,8,3,9,0
11485,11485,1338,17,2,57,8,10,1
11486,11486,834,20,6,175,7,7,1
11487,11487,464,24,7,198,0,8,0
11488,11488,893,6,3,196,6,8,0
11489,11489,390,8,6,158,4,1,0
11490,11490,1636,16,2,33,4,7,0
11491,11491,844,9,6,201,1,7,0
11492,11492,1526,13,1,122,4,5,0
11493,11493,706,8,5,221,5,7,0
11494,11494,1464,8,4,54,8,1,0
11495,11495,1159,3,7,184,1,6,0
11496,11496,1001,9,3,78,9,8,1
11497,11497,381,22,3,41,2,9,0
11498,11498,303,4,3,68,3,0,0
11499,11499,504,18,4,159,1,3,0
11500,11500,247,1,1,19,7,2,0
11501,11501,1527,5,4,77,4,10,0
11502,11502,827,17,1,166,1,9,0
11503,11503,233,24,6,51,6,5,0
11504,11504,865,8,7,23,5,8,0
11505,11505,797,13,4,24,0,8,0
11506,11506,236,23,6,78,0,8,0
11507,11507,341,8,3,180,1,5,0
11508,11508,462,10,1,214,7,3,0
11509,11509,37,1,2,200,2,2,0
11510,11510,867,13,5,194,1,3,0
11511,11511,589,4,4,93,2,4,0
11512,11512,663,13,5,149,3,10,0
11513,11513,1247,19,6,170,6,7,0
11514,11514,1184,17,1,53,3,1,0
11515,11515,160,3,3,117,0,9,0
11516,11516,117,11,1,224,10,1,0
11517,11517,788,2,4,109,0,6,0
11518,11518,222,22,1,6,9,4,0
11519,11519,1466,19,1,196,9,3,0
11520,11520,1040,13,6,19,1,4,0
11521,11521,185,7,5,69,3,9,0
11522,11522,1247,4,6,87,9,3,0
11523,11523,518,7,7,210,8,3,0
11524,11524,1488,12,6,187,6,9,0
11525,11525,1533,19,2,86,3,8,0
11526,11526,1024,20,5,33,5,9,0
11527,11527,1623,21,7,165,7,2,0
11528,11528,943,3,1,140,8,2,0
11529,11529,1621,2,3,84,0,2,0
11530,11530,106,6,3,241,4,0,0
11531,11531,267,24,1,80,1,1,0
11532,11532,924,18,1,166,4,0,0
11533,11533,1175,21,3,88,4,4,0
11534,11534,1052,20,4,146,7,7,1
11535,11535,1583,24,1,146,8,8,1
11536,11536,17,19,6,194,1,1,0
11537,11537,73,20,6,95,8,1,0
11538,11538,1561,22,7,86,6,7,0
11539,11539,169,8,1,2,7,4,0
11540,11540,875,17,1,2,8,3,0
11541,11541,660,21,3,63,8,10,1
11542,11542,1386,20,4,116,9,2,0
11543,11543,1339,13,2,92,7,6,0
11544,11544,538,14,5,184,8,10,1
11545,11545,1233,2,6,104,6,9,0
11546,11546,1286,5,3,222,8,5,0
11547,11547,276,22,5,214,3,4,0
11548,11548,1380,3,3,9,0,5,0
11549,11549,498,17,3,207,0,7,0
11550,11550,1539,6,6,227,8,2,0
11551,11551,1106,7,7,66,1,1,0
11552,11552,1199,17,3,224,2,7,0
11553,11553,343,13,2,12,7,10,1
11554,11554,231,7,4,222,9,8,1
11555,11555,586,24,2,58,10,1,0
11556,11556,209,14,3,100,7,7,1
11557,11557,502,12,3,21,5,9,0
11558,11558,1482,5,2,92,0,3,0
11559,11559,515,15,3,206,2,2,0
11560,11560,368,2,2,136,6,1,0
11561,11561,1158,21,2,179,3,3,0
11562,11562,282,10,7,3,5,0,0
11563,11563,1384,16,4,130,3,6,0
11564,11564,1246,4,7,13,10,5,0
11565,11565,1361,11,6,158,9,10,1
11566,11566,768,8,3,29,10,4,0
11567,11567,95,19,7,123,7,10,1
11568,11568,561,12,5,55,3,5,0
11569,11569,1302,12,4,71,7,3,0
11570,11570,1419,12,3,50,7,3,0
11571,11571,1556,12,1,73,7,3,0
11572,11572,504,13,4,93,9,8,1
11573,11573,754,4,5,167,2,2,0
11574,11574,436,7,5,12,6,9,0
11575,11575,1339,16,1,190,9,9,1
11576,11576,828,21,7,131,2,7,0
11577,11577,1596,15,7,187,4,2,0
11578,11578,1221,8,5,8,7,5,0
11579,11579,1246,20,5,104,7,6,0
11580,11580,441,10,4,157,9,2,0
11581,11581,413,11,3,85,9,0,0
11582,11582,505,24,4,181,10,4,0
11583,11583,969,7,1,202,2,2,0
11584,11584,1232,5,1,171,5,10,0
11585,11585,635,22,3,183,10,6,0
11586,11586,1137,13,5,162,5,3,0
11587,11587,923,23,2,224,3,7,0
11588,11588,1021,17,1,155,3,5,0
11589,11589,941,4,4,167,7,7,1
11590,11590,1369,19,7,151,4,4,0
11591,11591,1009,14,5,132,5,0,0
11592,11592,210,13,3,184,6,9,0
11593,11593,72,16,6,16,4,9,0
11594,11594,1304,12,5,11,9,4,0
11595,11595,1255,16,6,112,5,3,0
11596,11596,597,9,2,8,6,0,0
11597,11597,607,7,6,163,8,10,1
11598,11598,904,17,7,50,7,5,0
11599,11599,1166,11,3,233,9,4,0
11600,11600,807,14,1,48,0,4,0
11601,11601,455,14,2,84,2,10,0
11602,11602,1137,9,7,73,9,10,1
11603,11603,406,8,7,170,7,7,1
11604,11604,1633,21,5,159,9,6,0
11605,11605,476,6,3,89,2,8,0
11606,11606,344,7,2,7,1,5,0
11607,11607,1323,10,2,177,8,2,0
11608,11608,1431,10,6,119,0,3,0
11609,11609,228,14,5,191,6,0,0
11610,11610,913,6,5,138,10,10,1
11611,11611,932,24,2,134,10,9,1
11612,11612,73,16,5,89,8,10,1
11613,11613,1621,14,5,18,2,3,0
11614,11614,1395,10,6,196,10,2,0
11615,11615,928,7,4,21,3,6,0
11616,11616,557,6,6,201,3,10,0
11617,11617,557,9,6,57,5,1,0
11618,11618,1203,9,2,115,8,6,0
11619,11619,982,9,4,145,1,8,0
11620,11620,1111,1,4,199,10,0,0
11621,11621,1158,14,5,79,5,4,0
11622,11622,244,22,7,130,1,4,0
11623,11623,512,3,1,189,7,8,1
11624,11624,1466,13,6,196,8,7,1
11625,11625,208,14,4,175,7,5,0
11626,11626,340,21,4,238,4,1,0
11627,11627,1038,15,2,105,2,7,0
11628,11628,77,23,3,152,5,5,0
11629,11629,1053,9,5,18,8,10,1
11630,11630,638,9,6,175,4,6,0
11631,11631,1455,23,6,159,1,9,0
11632,11632,49,6,7,152,8,4,0
11633,11633,1327,4,7,73,0,4,0
11634,11634,625,19,1,111,7,2,0
11635,11635,349,23,3,202,6,5,0
11636,11636,1642,11,4,210,8,8,1
11637,11637,1502,17,4,12,3,5,0
11638,11638,1521,8,7,101,8,10,1
11639,11639,1433,4,6,222,10,9,1
11640,11640,4,8,6,92,3,8,0
11641,11641,1412,8,5,228,2,3,0
11642,11642,353,2,1,40,8,3,0
11643,11643,350,1,4,30,7,6,0
11644,11644,779,13,7,105,0,3,0
11645,11645,1385,13,2,56,5,6,0
11646,11646,677,19,2,139,2,2,0
11647,11647,305,10,1,228,1,3,0
11648,11648,1489,14,6,177,5,1,0
11649,11649,21,16,6,11,2,7,0
11650,11650,382,1,1,66,10,8,1
11651,11651,1040,8,3,169,1,3,0
11652,11652,1153,22,1,82,0,0,0
11653,11653,1275,24,1,193,3,1,0
11654,11654,188,8,6,168,8,0,0
11655,11655,457,14,2,113,2,2,0
11656,11656,68,3,5,40,1,3,0
11657,11657,1096,23,4,164,4,7,0
11658,11658,1547,18,3,117,10,9,1
11659,11659,783,2,2,115,5,2,0
11660,11660,1643,18,7,127,2,0,0
11661,11661,904,16,1,123,3,8,0
11662,11662,771,15,6,172,3,7,0
11663,11663,1034,13,7,232,9,1,0
11664,11664,1203,1,4,89,0,6,0
11665,11665,1613,24,5,124,10,1,0
11666,11666,1568,9,3,198,4,9,0
11667,11667,1402,2,2,19,1,5,0
11668,11668,508,6,6,204,7,7,1
11669,11669,635,4,7,241,8,1,0
11670,11670,556,17,5,61,3,9,0
11671,11671,292,15,7,159,0,7,0
11672,11672,679,2,3,110,1,10,0
11673,11673,645,20,6,212,2,8,0
11674,11674,742,11,7,13,9,4,0
11675,11675,388,6,7,156,2,2,0
11676,11676,1068,8,5,186,9,8,1
11677,11677,1416,21,1,196,3,0,0
11678,11678,1523,20,1,164,3,4,0
11679,11679,584,7,3,119,1,1,0
11680,11680,353,2,4,188,9,3,0
11681,11681,592,3,7,6,1,2,0
11682,11682,779,4,5,8,7,2,0
11683,11683,1006,1,3,218,4,4,0
11684,11684,692,20,7,168,8,9,1
11685,11685,884,11,4,183,5,10,0
11686,11686,992,2,5,123,6,2,0
11687,11687,1428,4,5,213,9,9,1
11688,11688,1243,13,7,189,9,9,1
11689,11689,618,1,6,167,6,1,0
11690,11690,781,24,1,233,7,3,0
11691,11691,1151,17,1,76,3,5,0
11692,11692,440,9,6,198,2,9,0
11693,11693,1048,13,6,211,2,0,0
11694,11694,1579,1,7,16,0,5,0
11695,11695,292,8,3,131,6,3,0
11696,11696,1502,19,1,130,7,1,0
11697,11697,776,5,6,177,0,7,0
11698,11698,499,13,3,13,6,9,0
11699,11699,1463,13,5,58,8,3,0
11700,11700,1063,6,4,167,10,8,1
11701,11701,422,13,3,14,1,5,0
11702,11702,630,7,3,82,1,5,0
11703,11703,449,14,2,117,6,7,0
11704,11704,515,16,6,163,6,0,0
11705,11705,392,21,6,94,10,3,0
11706,11706,1321,10,6,160,9,10,1
11707,11707,388,4,2,10,6,10,0
11708,11708,182,20,5,77,9,6,0
11709,11709,1350,6,2,180,3,9,0
11710,11710,249,11,2,114,8,3,0
11711,11711,667,21,5,159,4,1,0
11712,11712,1306,23,2,21,7,5,0
11713,11713,937,9,6,57,5,1,0
11714,11714,817,16,6,137,2,9,0
11715,11715,101,24,4,54,2,4,0
11716,11716,329,16,1,46,10,1,0
11717,11717,59,9,6,134,2,9,0
11718,11718,1061,5,5,6,4,8,0
11719,11719,1578,8,1,96,9,7,1
11720,11720,420,19,6,88,10,1,0
11721,11721,622,12,7,160,7,10,1
11722,11722,533,23,4,236,2,3,0
11723,11723,427,15,1,234,9,0,0
11724,11724,1435,18,6,91,6,2,0
11725,11725,185,9,5,101,2,6,0
11726,11726,882,22,2,24,5,7,0
11727,11727,599,2,1,177,5,0,0
11728,11728,714,14,6,114,4,10,0
11729,11729,77,5,2,70,1,6,0
11730,11730,1426,8,5,229,1,4,0
